# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-F" "GFF" "-T" "4" "-a" "reference.gff" "-o" "counts.txt" "SRR10379726_1_trimmed.bam" "SRR10379723_1_trimmed.bam" "SRR10379725_1_trimmed.bam" "SRR10379722_1_trimmed.bam" "SRR10379724_1_trimmed.bam" "SRR10379721_1_trimmed.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379726_1_trimmed.bam	SRR10379723_1_trimmed.bam	SRR10379725_1_trimmed.bam	SRR10379722_1_trimmed.bam	SRR10379724_1_trimmed.bam	SRR10379721_1_trimmed.bam
gene-SAOUHSC_00306	CP000253.1	320409	321209	+	801	78	359	423	440	386	618
gene-SAOUHSC_00307	CP000253.1	321199	322143	+	945	135	354	551	444	414	690
gene-SAOUHSC_00308	CP000253.1	322121	323143	+	1023	170	473	757	533	461	835
gene-SAOUHSC_00309	CP000253.1	323458	324483	+	1026	3315	2140	9004	3312	8373	3436
gene-SAOUHSC_00310	CP000253.1	324576	325922	-	1347	425	1774	1771	3079	2294	2554
gene-SAOUHSC_00311	CP000253.1	325937	326221	-	285	111	311	316	556	455	392
gene-SAOUHSC_00312	CP000253.1	326223	326666	-	444	90	433	431	920	783	690
gene-SAOUHSC_00313	CP000253.1	326671	328626	-	1956	547	1896	2614	3496	6040	2703
gene-SAOUHSC_00314	CP000253.1	328838	329257	+	420	513	5936	5008	8120	4290	10147
gene-SAOUHSC_00315	CP000253.1	329364	330719	+	1356	49	3214	606	4518	602	5548
gene-SAOUHSC_00316	CP000253.1	330823	331263	+	441	29	1405	430	1534	365	2141
gene-SAOUHSC_00317	CP000253.1	331346	332704	-	1359	1864	2788	9118	3313	4085	4349
gene-SAOUHSC_00318	CP000253.1	333012	333938	+	927	587	810	2547	893	1370	937
gene-SAOUHSC_00319	CP000253.1	333952	335013	+	1062	1465	2115	4378	2030	2526	2599
gene-SAOUHSC_00320	CP000253.1	335027	335593	+	567	308	1219	2029	1257	1277	1665
gene-SAOUHSC_00322	CP000253.1	335653	336648	-	996	193	322	852	394	840	525
gene-SAOUHSC_00323	CP000253.1	336647	337054	+	408	48	94	73	70	62	144
gene-SAOUHSC_00324	CP000253.1	337067	337612	+	546	1211	382	7538	466	2946	661
gene-SAOUHSC_00325	CP000253.1	337880	338734	+	855	29	195	588	170	238	315
gene-SAOUHSC_00326	CP000253.1	338731	339960	+	1230	227	558	738	535	343	811
gene-SAOUHSC_00327	CP000253.1	339971	341653	+	1683	120	1035	888	836	534	1461
gene-SAOUHSC_00328	CP000253.1	341746	342402	-	657	877	950	5766	1252	2794	1531
gene-SAOUHSC_00329	CP000253.1	342464	342688	-	225	498	389	3499	582	1410	771
gene-SAOUHSC_00330	CP000253.1	342788	343177	-	390	225	454	5122	584	2124	943
gene-SAOUHSC_00331	CP000253.1	343418	343621	+	204	16	177	158	152	78	200
gene-SAOUHSC_00332	CP000253.1	343618	344331	+	714	74	1104	734	902	576	1313
gene-SAOUHSC_00333	CP000253.1	344356	345198	+	843	216	2297	1382	1827	1000	2753
gene-SAOUHSC_00334	CP000253.1	345198	345827	+	630	265	2920	2637	2315	2195	3781
gene-SAOUHSC_00335	CP000253.1	346194	347327	-	1134	122	640	2603	570	1941	928
gene-SAOUHSC_A00332	CP000253.1	347735	347893	-	159	24	288	962	538	988	429
gene-SAOUHSC_00336	CP000253.1	347866	349047	+	1182	3694	5365	9367	6908	10269	7467
gene-SAOUHSC_00337	CP000253.1	349130	349882	-	753	957	3597	3306	3528	2438	6032
gene-SAOUHSC_00338	CP000253.1	349925	352153	-	2229	942	6932	8406	6464	4756	10950
gene-SAOUHSC_00339	CP000253.1	352150	353991	-	1842	867	3245	5849	3184	3240	4955
gene-SAOUHSC_00340	CP000253.1	353960	355120	-	1161	713	1424	3500	1624	1893	2260
gene-SAOUHSC_00341	CP000253.1	355117	356220	-	1104	487	1282	4328	1449	2354	1802
gene-SAOUHSC_00342	CP000253.1	356884	357729	+	846	270	3841	1567	3086	1212	3874
gene-SAOUHSC_00344	CP000253.1	357886	358767	+	882	471	4577	2345	4017	1516	4588
gene-SAOUHSC_00345	CP000253.1	358797	359000	+	204	63	1229	1181	1073	589	1149
gene-SAOUHSC_00346	CP000253.1	359012	360109	+	1098	1238	11637	6764	9696	4747	12457
gene-SAOUHSC_00347	CP000253.1	360195	360386	-	192	33	29851	942	22203	1634	41440
gene-SAOUHSC_00348	CP000253.1	360630	360926	+	297	5374	43245	30665	43918	24338	48104
gene-SAOUHSC_00349	CP000253.1	360947	361450	+	504	20463	77568	48777	74073	39370	81754
gene-SAOUHSC_00350	CP000253.1	361502	361744	+	243	11700	37240	23079	35740	18306	39089
gene-SAOUHSC_00351	CP000253.1	362010	362948	-	939	47	408	734	301	392	424
gene-SAOUHSC_00352	CP000253.1	362987	363298	-	312	67	145	313	139	149	187
gene-SAOUHSC_00353	CP000253.1	363376	363534	-	159	27	169	250	165	121	171
gene-SAOUHSC_00354	CP000253.1	363894	364505	+	612	119	838	1791	708	1144	1202
gene-SAOUHSC_00355	CP000253.1	364874	365242	+	369	10	241	325	188	180	265
gene-SAOUHSC_00356	CP000253.1	365423	365995	+	573	14369	12321	72582	16670	59169	16141
gene-SAOUHSC_00357	CP000253.1	366133	366396	-	264	336	1942	6431	2289	3880	3344
gene-SAOUHSC_00358	CP000253.1	366696	366947	+	252	77124	14640	124507	28668	107806	27107
gene-SAOUHSC_A00354	CP000253.1	366986	367195	-	210	9	108	40	61	41	83
gene-SAOUHSC_00359	CP000253.1	367373	367954	+	582	93	1441	890	1302	897	1626
gene-SAOUHSC_00360	CP000253.1	368020	368403	-	384	163	836	1512	854	1059	917
gene-SAOUHSC_00362	CP000253.1	368658	369284	-	627	252	2032	2754	1669	2001	2457
gene-SAOUHSC_00363	CP000253.1	369357	369650	-	294	19	232	488	196	475	266
gene-SAOUHSC_00364	CP000253.1	369729	371252	-	1524	10280	61442	55874	78313	32701	89747
gene-SAOUHSC_00365	CP000253.1	371268	371837	-	570	4230	23749	29139	29743	15783	33387
gene-SAOUHSC_00366	CP000253.1	372329	373084	+	756	1769	5647	5125	5652	4775	6336
gene-SAOUHSC_00367	CP000253.1	373165	374553	-	1389	744	15355	1849	12393	2066	17815
gene-SAOUHSC_00368	CP000253.1	374638	374739	+	102	11	1174	158	649	133	1128
gene-SAOUHSC_00369	CP000253.1	375530	376486	-	957	3976	9677	11229	8565	9160	12532
gene-SAOUHSC_00370	CP000253.1	376604	377266	-	663	1332	2822	14594	4025	9073	4185
gene-SAOUHSC_00371	CP000253.1	377409	377816	-	408	2822	6038	22046	10666	22656	11220
gene-SAOUHSC_00372	CP000253.1	378329	378907	+	579	325	1093	2157	674	1651	1403
gene-SAOUHSC_00373	CP000253.1	378907	380175	+	1269	1480	3379	6151	2636	4352	4332
gene-SAOUHSC_00374	CP000253.1	380213	381679	+	1467	8813	8888	28218	7521	15814	10947
gene-SAOUHSC_00375	CP000253.1	381704	383245	+	1542	10873	12633	34529	10748	23319	16603
gene-SAOUHSC_00376	CP000253.1	383358	383894	-	537	33	677	541	593	409	814
gene-SAOUHSC_00377	CP000253.1	384287	384991	-	705	17	186	193	138	171	195
gene-SAOUHSC_00378	CP000253.1	385390	385662	-	273	7	69	26	37	21	67
gene-SAOUHSC_00380	CP000253.1	385933	386193	+	261	19	163	283	128	197	196
gene-SAOUHSC_00381	CP000253.1	386599	386958	-	360	45	340	396	378	308	501
gene-SAOUHSC_00382	CP000253.1	386977	387822	-	846	108	669	823	783	626	1005
gene-SAOUHSC_00383	CP000253.1	388294	388974	+	681	113	1542	1238	1635	894	1994
gene-SAOUHSC_00384	CP000253.1	389260	389955	+	696	50	438	382	440	307	661
gene-SAOUHSC_00386	CP000253.1	390246	391316	+	1071	52	676	311	534	268	812
gene-SAOUHSC_00387	CP000253.1	391435	391572	+	138	0	21	6	19	10	21
gene-SAOUHSC_00389	CP000253.1	391681	392607	+	927	40	291	246	277	228	400
gene-SAOUHSC_00390	CP000253.1	392971	393675	+	705	6	192	75	154	105	310
gene-SAOUHSC_A00379	CP000253.1	393579	393878	-	300	0	28	5	25	12	36
gene-SAOUHSC_00391	CP000253.1	394121	394816	+	696	41	302	223	287	174	478
gene-SAOUHSC_00392	CP000253.1	395237	395932	+	696	42	557	504	410	454	684
gene-SAOUHSC_00393	CP000253.1	396276	396974	+	699	15	227	173	188	174	384
gene-SAOUHSC_00394	CP000253.1	397354	398052	+	699	13	307	204	208	169	363
gene-SAOUHSC_00395	CP000253.1	398418	399101	+	684	14	609	501	423	342	751
gene-SAOUHSC_00396	CP000253.1	399186	399287	-	102	0	37	28	35	25	63
gene-SAOUHSC_00397	CP000253.1	399449	400921	+	1473	677	564	2069	599	2051	889
gene-SAOUHSC_00398	CP000253.1	400914	402125	+	1212	277	370	833	298	702	460
gene-SAOUHSC_00399	CP000253.1	402508	403185	+	678	9	130	220	167	178	201
gene-SAOUHSC_00400	CP000253.1	403207	404715	+	1509	196	868	1080	1018	929	1375
gene-SAOUHSC_00401	CP000253.1	404819	405127	-	309	308	3332	3340	5061	4412	6683
gene-SAOUHSC_00402	CP000253.1	405465	406283	+	819	25	190	310	144	220	230
gene-SAOUHSC_00404	CP000253.1	406302	407087	+	786	52	356	327	235	285	351
gene-SAOUHSC_00405	CP000253.1	407345	408082	+	738	134	627	1409	415	875	688
gene-SAOUHSC_00406	CP000253.1	408072	409400	+	1329	301	1399	2060	1076	1855	1751
gene-SAOUHSC_00407	CP000253.1	409397	409720	+	324	64	513	941	387	599	604
gene-SAOUHSC_00408	CP000253.1	409739	410053	+	315	120	548	850	462	632	699
gene-SAOUHSC_00409	CP000253.1	410343	410603	-	261	25	905	472	521	298	1087
gene-SAOUHSC_00410	CP000253.1	410722	411924	+	1203	108	8382	734	6917	544	11017
gene-SAOUHSC_00411	CP000253.1	412193	412321	+	129	2	564	20	442	20	715
gene-SAOUHSC_00412	CP000253.1	413512	414996	+	1485	2485	2754	10188	3873	9179	4278
gene-SAOUHSC_00413	CP000253.1	415009	417714	+	2706	15323	7603	38603	12807	29391	12468
gene-SAOUHSC_00414	CP000253.1	417876	418238	+	363	1468	2182	8911	2695	7325	3423
gene-SAOUHSC_00415	CP000253.1	418467	418883	-	417	42	87	460	99	308	128
gene-SAOUHSC_00416	CP000253.1	418921	419595	+	675	244	1404	2645	1693	1926	2152
gene-SAOUHSC_00417	CP000253.1	419632	420366	+	735	532	2695	3878	2850	3314	3851
gene-SAOUHSC_00418	CP000253.1	420544	420657	+	114	14	75	45	88	38	104
gene-SAOUHSC_00420	CP000253.1	420822	422159	+	1338	2912	4521	16730	4517	11166	7902
gene-SAOUHSC_00421	CP000253.1	422376	423290	+	915	59	2911	194	2101	167	3320
gene-SAOUHSC_00422	CP000253.1	423274	424416	+	1143	75	12250	408	7588	412	13851
gene-SAOUHSC_00423	CP000253.1	424710	425735	+	1026	179	3144	1667	2326	900	3427
gene-SAOUHSC_00424	CP000253.1	425739	426398	+	660	98	1735	572	1248	295	1872
gene-SAOUHSC_00426	CP000253.1	426435	427277	+	843	138	6114	2452	4134	994	7045
gene-SAOUHSC_00427	CP000253.1	427609	428613	+	1005	6603	3235	14493	2471	12759	2733
gene-SAOUHSC_00428	CP000253.1	428798	429067	-	270	22	1443	859	1117	1161	1912
gene-SAOUHSC_00429	CP000253.1	429216	429611	+	396	156	549	783	552	603	655
gene-SAOUHSC_00430	CP000253.1	429601	430086	+	486	944	1978	2357	1899	1808	2680
gene-SAOUHSC_00431	CP000253.1	430255	431037	-	783	185	2381	1652	1761	971	2880
gene-SAOUHSC_00433	CP000253.1	431034	432152	-	1119	424	1243	1981	1089	1165	1715
gene-SAOUHSC_00434	CP000253.1	432267	433151	-	885	49	411	494	430	439	599
gene-SAOUHSC_00435	CP000253.1	433332	437831	+	4500	28739	20673	124658	10395	85461	16852
gene-SAOUHSC_00436	CP000253.1	437849	439312	+	1464	12622	17058	43436	8561	34983	13932
gene-SAOUHSC_T00048	CP000253.1	439581	439673	+	93	933	3482	1327	2847	2271	4322
gene-SAOUHSC_00437	CP000253.1	440144	441571	+	1428	1790	8634	7467	15112	6673	8787
gene-SAOUHSC_00438	CP000253.1	441635	443275	+	1641	360	3425	1564	4744	1200	3378
gene-SAOUHSC_00439	CP000253.1	443300	444028	+	729	231	2556	1040	2920	926	2544
gene-SAOUHSC_00440	CP000253.1	444428	444529	+	102	16	412	30	352	58	452
gene-SAOUHSC_00441	CP000253.1	444667	445191	+	525	365	1110	1782	997	1427	1195
gene-SAOUHSC_00442	CP000253.1	445284	446957	+	1674	2074	12914	8621	11760	7074	12544
gene-SAOUHSC_00444	CP000253.1	447047	447364	+	318	3386	5396	7984	5220	5008	5336
gene-SAOUHSC_00445	CP000253.1	447371	447967	+	597	2645	9402	9576	8059	7482	10253
gene-SAOUHSC_00446	CP000253.1	448172	448270	+	99	4	51	16	52	18	56
gene-SAOUHSC_R0001	CP000253.1	448819	450374	+	1556	6343	326	2863	1325	3764	2533
gene-SAOUHSC_R0006	CP000253.1	450739	453661	+	2923	19318	4153	9215	15471	12730	14233
gene-SAOUHSC_R00011	CP000253.1	453734	453847	+	114	6	15	1	21	1	7
gene-SAOUHSC_00450	CP000253.1	454730	456067	+	1338	218	598	1451	653	1308	1015
gene-SAOUHSC_00451	CP000253.1	456069	456686	+	618	116	553	1109	570	897	668
gene-SAOUHSC_00452	CP000253.1	456714	457043	+	330	3014	4179	13489	6001	9293	5271
gene-SAOUHSC_00453	CP000253.1	457162	457338	-	177	89	193	1061	200	650	246
gene-SAOUHSC_00454	CP000253.1	457344	458183	+	840	125	616	2920	610	2188	680
gene-SAOUHSC_00455	CP000253.1	458184	458987	+	804	360	1340	1651	1110	1074	1582
gene-SAOUHSC_00456	CP000253.1	459034	459351	+	318	95	997	599	846	583	1304
gene-SAOUHSC_00457	CP000253.1	459625	460350	+	726	62	486	368	477	328	591
gene-SAOUHSC_00458	CP000253.1	460343	460591	+	249	28	146	167	175	125	198
gene-SAOUHSC_00459	CP000253.1	460593	461432	+	840	100	447	461	494	473	736
gene-SAOUHSC_00460	CP000253.1	461457	461612	-	156	0	15	13	10	17	18
gene-SAOUHSC_00461	CP000253.1	461717	463690	+	1974	1816	4904	17678	5159	12080	6934
gene-SAOUHSC_00462	CP000253.1	463721	464494	+	774	3938	3870	9268	3671	6616	5301
gene-SAOUHSC_00463	CP000253.1	464661	465197	+	537	368	390	2565	397	1260	490
gene-SAOUHSC_00464	CP000253.1	465208	466101	+	894	944	464	2769	588	1751	689
gene-SAOUHSC_00465	CP000253.1	466201	466464	+	264	1570	25575	15736	37036	26283	38556
gene-SAOUHSC_00466	CP000253.1	466774	467622	+	849	4091	11700	15103	13397	10846	13408
gene-SAOUHSC_00467	CP000253.1	467636	468460	+	825	2469	14600	18461	15520	14309	16846
gene-SAOUHSC_00468	CP000253.1	468477	468857	+	381	25933	22091	78672	29318	56505	30469
gene-SAOUHSC_00469	CP000253.1	468929	469231	+	303	34756	26224	71679	36217	57641	37282
gene-SAOUHSC_00470	CP000253.1	469421	469552	+	132	27	24	66	30	23	21
gene-SAOUHSC_00471	CP000253.1	469575	470927	+	1353	10380	11649	17251	14219	17073	13800
gene-SAOUHSC_00472	CP000253.1	471074	472039	+	966	3748	13732	16533	16622	14513	16367
gene-SAOUHSC_00473	CP000253.1	472097	472207	-	111	141	3034	3036	2618	1921	3341
gene-SAOUHSC_00474	CP000253.1	472189	472842	+	654	14216	222905	30284	174772	34172	211275
gene-SAOUHSC_00475	CP000253.1	473153	473725	+	573	406	497	2530	581	2103	795
gene-SAOUHSC_00477	CP000253.1	473725	477231	+	3507	2269	5688	11439	6122	8410	8046
gene-SAOUHSC_00479	CP000253.1	477221	478747	+	1527	450	2678	4656	2983	3679	3910
gene-SAOUHSC_00480	CP000253.1	478747	479940	+	1194	1821	4822	8991	5084	6116	6466
gene-SAOUHSC_00481	CP000253.1	479937	480200	+	264	488	1602	3544	1562	1938	1908
gene-SAOUHSC_00482	CP000253.1	480218	480610	+	393	639	2871	4952	2384	3307	3831
gene-SAOUHSC_00483	CP000253.1	480715	481116	+	402	2678	7419	17990	8540	17368	11314
gene-SAOUHSC_00484	CP000253.1	481296	482591	+	1296	518	808	2391	933	1765	1188
gene-SAOUHSC_00485	CP000253.1	482596	483135	+	540	468	1048	2889	1311	2270	1420
gene-SAOUHSC_00486	CP000253.1	483392	485485	+	2094	17633	27162	72165	37666	59731	43694
gene-SAOUHSC_00487	CP000253.1	485714	486595	+	882	2008	3917	6860	4924	6354	5724
gene-SAOUHSC_00488	CP000253.1	486774	487706	+	933	10934	16485	27869	15932	17693	20861
gene-SAOUHSC_00489	CP000253.1	487922	488725	+	804	193	642	940	598	730	772
gene-SAOUHSC_00490	CP000253.1	488703	489068	+	366	62	794	659	616	535	827
gene-SAOUHSC_00491	CP000253.1	489065	489541	+	477	489	4858	3297	4236	2925	4687
gene-SAOUHSC_00492	CP000253.1	489935	490027	+	93	84	1590	2096	804	1083	1235
gene-SAOUHSC_00493	CP000253.1	490080	491567	+	1488	7653	38632	34562	31444	25604	36928
gene-SAOUHSC_R00016	CP000253.1	492125	492239	+	115	52	68	23	107	58	179
gene-SAOUHSC_T00059	CP000253.1	492252	492327	+	76	22	57	18	99	27	104
gene-SAOUHSC_T00053	CP000253.1	492344	492419	+	76	465	1117	275	1677	904	1674
gene-SAOUHSC_T00035	CP000253.1	492426	492498	+	73	415	443	280	617	632	654
gene-SAOUHSC_T00021	CP000253.1	492532	492606	+	75	232	308	120	336	267	417
gene-SAOUHSC_T00030	CP000253.1	492614	492702	+	89	64	232	60	265	344	416
gene-SAOUHSC_T0004	CP000253.1	492708	492784	+	77	769	1751	1005	1897	1171	2351
gene-SAOUHSC_T00044	CP000253.1	492805	492878	+	74	226	191	298	213	387	293
gene-SAOUHSC_T0001	CP000253.1	492902	492977	+	76	346	268	494	426	392	756
gene-SAOUHSC_R0002	CP000253.1	493099	494653	+	1555	6884	350	2999	1512	3983	2617
gene-SAOUHSC_R0007	CP000253.1	495018	497940	+	2923	18275	4339	8906	15867	11844	14081
gene-SAOUHSC_R00012	CP000253.1	498013	498127	+	115	63	31	9	54	73	73
gene-SAOUHSC_00497	CP000253.1	498652	500034	-	1383	33	839	563	799	550	1283
gene-SAOUHSC_00499	CP000253.1	500138	501025	+	888	1078	1127	2407	1321	2422	1646
gene-SAOUHSC_00500	CP000253.1	501029	501589	+	561	280	950	2335	1048	2040	1393
gene-SAOUHSC_00501	CP000253.1	501797	503011	-	1215	1080	2392	14185	2959	12456	3576
gene-SAOUHSC_00502	CP000253.1	503169	503630	+	462	101	4665	2357	9142	6651	9085
gene-SAOUHSC_00503	CP000253.1	503727	504215	+	489	272	5930	3002	10839	6019	10778
gene-SAOUHSC_00504	CP000253.1	504205	505212	+	1008	233	14313	5880	25383	13560	24744
gene-SAOUHSC_00505	CP000253.1	505226	507682	+	2457	3424	37852	23718	66534	43698	72774
gene-SAOUHSC_00506	CP000253.1	507610	507768	-	159	0	10	3	29	23	19
gene-SAOUHSC_00507	CP000253.1	508197	509531	+	1335	6628	2750	20483	4034	13373	4522
gene-SAOUHSC_00508	CP000253.1	509574	510629	+	1056	1489	2012	12524	2516	7383	3105
gene-SAOUHSC_00509	CP000253.1	511186	512640	+	1455	3689	5422	25075	7022	16387	8243
gene-SAOUHSC_00510	CP000253.1	513063	513710	+	648	1601	471	4656	750	2276	804
gene-SAOUHSC_00511	CP000253.1	513694	515094	+	1401	2562	1152	11650	1813	6999	1891
gene-SAOUHSC_00512	CP000253.1	515087	515491	+	405	613	416	5285	605	2495	667
gene-SAOUHSC_00513	CP000253.1	515499	516245	+	747	2133	702	5880	1067	3847	1182
gene-SAOUHSC_00514	CP000253.1	516245	516769	+	525	899	793	6732	1194	4012	1342
gene-SAOUHSC_00515	CP000253.1	516850	517419	+	570	249	487	3511	636	2434	729
gene-SAOUHSC_00516	CP000253.1	517697	517915	+	219	628	1836	5694	1876	3573	2319
gene-SAOUHSC_00517	CP000253.1	517928	518476	+	549	2406	3786	8159	4731	6836	5492
gene-SAOUHSC_00518	CP000253.1	518657	519079	+	423	13483	57345	41873	64409	44870	75101
gene-SAOUHSC_00519	CP000253.1	519287	519979	+	693	10457	48226	43923	71394	53499	63616
gene-SAOUHSC_00520	CP000253.1	520251	520751	+	501	8592	57976	95149	71367	59762	73365
gene-SAOUHSC_00521	CP000253.1	520794	521162	+	369	11702	34785	41858	36186	37432	43899
gene-SAOUHSC_00523	CP000253.1	521337	521945	+	609	2169	6442	6108	8992	5600	8304
gene-SAOUHSC_00524	CP000253.1	522301	525711	+	3411	56465	165761	119222	214905	117124	244431
gene-SAOUHSC_00525	CP000253.1	525875	529471	+	3597	69168	194008	148378	256066	157354	315412
gene-SAOUHSC_00526	CP000253.1	529608	529862	+	255	1277	13584	7120	19638	12117	20537
gene-SAOUHSC_00527	CP000253.1	529960	530373	+	414	30044	88460	72084	113244	58444	108211
gene-SAOUHSC_00528	CP000253.1	530439	530909	+	471	26171	85930	62424	105809	60815	106963
gene-SAOUHSC_00529	CP000253.1	531032	533113	+	2082	194557	402023	301147	517347	332543	530828
gene-SAOUHSC_00530	CP000253.1	533330	534514	+	1185	187750	283449	281155	364039	339826	393577
gene-SAOUHSC_00531	CP000253.1	534796	535971	-	1176	1518	1686	5546	1996	4011	2406
gene-SAOUHSC_00532	CP000253.1	536142	537329	+	1188	3647	4450	24253	5826	16283	6459
gene-SAOUHSC_00533	CP000253.1	537595	538473	+	879	8455	3506	67083	6547	21187	8319
gene-SAOUHSC_00534	CP000253.1	538632	540269	+	1638	311	661	2143	774	1356	1065
gene-SAOUHSC_00535	CP000253.1	540483	541448	+	966	845	18479	5444	21378	5145	25160
gene-SAOUHSC_00536	CP000253.1	541783	542859	+	1077	5107	2735	24002	3937	19467	4199
gene-SAOUHSC_00537	CP000253.1	542832	543005	+	174	169	264	2724	276	1663	311
gene-SAOUHSC_00538	CP000253.1	543109	543792	+	684	460	322	2841	353	1867	453
gene-SAOUHSC_00539	CP000253.1	543908	544570	-	663	168	749	1570	778	1162	1090
gene-SAOUHSC_00540	CP000253.1	544563	545180	-	618	33	125	503	87	521	134
gene-SAOUHSC_00541	CP000253.1	545247	545717	+	471	382	255	1268	271	1328	376
gene-SAOUHSC_00542	CP000253.1	545864	546733	+	870	208	688	2159	538	1626	979
gene-SAOUHSC_00543	CP000253.1	546754	547320	+	567	157	1154	1619	805	1314	1480
gene-SAOUHSC_A00526	CP000253.1	547608	547865	-	258	0	0	0	0	0	0
gene-SAOUHSC_00544	CP000253.1	547751	550738	+	2988	2845	37993	4236	19531	3593	32042
gene-SAOUHSC_00545	CP000253.1	551105	555154	+	4050	2999	16394	6278	12511	7695	16195
gene-SAOUHSC_00547	CP000253.1	555273	556745	+	1473	225	1023	3393	1009	2883	1381
gene-SAOUHSC_00548	CP000253.1	556869	558359	-	1491	345	4673	4668	4059	4123	5532
gene-SAOUHSC_00549	CP000253.1	558641	559519	-	879	1055	7222	7191	9203	7238	11374
gene-SAOUHSC_00550	CP000253.1	559532	560197	-	666	1318	3871	5851	4953	5238	6448
gene-SAOUHSC_00551	CP000253.1	560211	560573	-	363	614	2265	5089	2765	4181	3514
gene-SAOUHSC_00552	CP000253.1	560849	561607	+	759	152	1589	2011	1991	1828	2283
gene-SAOUHSC_00553	CP000253.1	561684	562316	+	633	3344	2687	14747	3795	9257	3875
gene-SAOUHSC_00554	CP000253.1	562363	562866	+	504	8544	3179	16229	4577	10664	4678
gene-SAOUHSC_00555	CP000253.1	562979	563626	+	648	231	1781	581	1817	886	2298
gene-SAOUHSC_00556	CP000253.1	564128	565528	+	1401	1084	29166	6470	25116	7041	31973
gene-SAOUHSC_00557	CP000253.1	566072	567448	+	1377	25	3517	222	2478	350	3695
gene-SAOUHSC_00558	CP000253.1	567450	568589	+	1140	386	5039	1128	3961	1147	5154
gene-SAOUHSC_00559	CP000253.1	568564	568929	+	366	34	1440	467	923	355	1507
gene-SAOUHSC_00560	CP000253.1	568932	569201	+	270	64	2799	570	2531	881	5297
gene-SAOUHSC_00561	CP000253.1	569402	569569	-	168	904	176341	19815	188110	48631	233436
gene-SAOUHSC_00562	CP000253.1	570076	570906	-	831	2229	2691	8903	2615	6200	3105
gene-SAOUHSC_00564	CP000253.1	571090	571746	+	657	245	636	1251	749	1020	852
gene-SAOUHSC_00565	CP000253.1	571747	572127	+	381	224	608	1264	655	810	749
gene-SAOUHSC_00567	CP000253.1	572260	572628	+	369	210	534	881	561	558	750
gene-SAOUHSC_00569	CP000253.1	572749	574233	+	1485	26928	17614	101124	31556	74094	24044
gene-SAOUHSC_00571	CP000253.1	574375	574827	-	453	514	728	2717	906	1692	1007
gene-SAOUHSC_00572	CP000253.1	574840	575490	-	651	797	1123	3861	1408	2617	1511
gene-SAOUHSC_00573	CP000253.1	576153	576905	-	753	520	1419	6099	2428	5527	3102
gene-SAOUHSC_00574	CP000253.1	577073	578059	+	987	4612	19920	16762	20807	21169	23990
gene-SAOUHSC_00575	CP000253.1	578134	578898	+	765	1830	19477	12460	17411	16270	23439
gene-SAOUHSC_00577	CP000253.1	579485	580405	+	921	505	4139	2317	4596	1947	5019
gene-SAOUHSC_00578	CP000253.1	580410	581393	+	984	4283	6968	5609	8906	5502	8495
gene-SAOUHSC_00579	CP000253.1	581406	582482	+	1077	4190	8458	7419	10187	8152	10240
gene-SAOUHSC_00580	CP000253.1	582659	583000	+	342	142	4845	1483	4320	1138	5666
gene-SAOUHSC_00581	CP000253.1	583052	584374	-	1323	368	5452	2464	6340	1730	10524
gene-SAOUHSC_00582	CP000253.1	584361	584777	-	417	32	1131	520	1360	301	2200
gene-SAOUHSC_00583	CP000253.1	584859	584960	+	102	0	33	3	18	7	25
gene-SAOUHSC_00584	CP000253.1	585426	586835	+	1410	215	923	1760	1006	988	1149
gene-SAOUHSC_00585	CP000253.1	586908	587465	+	558	35	46	130	27	70	57
gene-SAOUHSC_00586	CP000253.1	587591	588232	+	642	55	178	243	164	194	229
gene-SAOUHSC_00587	CP000253.1	588392	588937	+	546	57	234	336	227	269	352
gene-SAOUHSC_00588	CP000253.1	589012	589641	+	630	53	255	359	189	279	276
gene-SAOUHSC_00589	CP000253.1	589698	589814	+	117	9	147	193	103	121	152
gene-SAOUHSC_00591	CP000253.1	589837	590430	+	594	26	157	276	138	202	190
gene-SAOUHSC_00592	CP000253.1	590589	591230	+	642	40	249	387	205	241	308
gene-SAOUHSC_00593	CP000253.1	591277	591744	+	468	16	116	168	81	142	158
gene-SAOUHSC_00595	CP000253.1	591777	591905	+	129	3	27	66	2	36	16
gene-SAOUHSC_00596	CP000253.1	592358	592987	+	630	13	98	70	80	84	116
gene-SAOUHSC_00598	CP000253.1	593183	593752	+	570	9	115	123	104	100	162
gene-SAOUHSC_00599	CP000253.1	593789	594424	+	636	14	121	185	65	142	114
gene-SAOUHSC_00600	CP000253.1	594375	594635	+	261	17	112	182	129	118	193
gene-SAOUHSC_00602	CP000253.1	594659	595285	+	627	66	120	216	108	149	191
gene-SAOUHSC_00603	CP000253.1	595555	596493	+	939	568	1024	2708	1235	1877	1534
gene-SAOUHSC_00604	CP000253.1	596704	597240	+	537	1377	2316	13645	4931	9940	4487
gene-SAOUHSC_00605	CP000253.1	597409	597885	+	477	90	384	2034	367	1325	656
gene-SAOUHSC_00606	CP000253.1	597925	599220	+	1296	965	2609	7906	3066	6170	4660
gene-SAOUHSC_00607	CP000253.1	599248	599769	+	522	473	1642	3441	1879	3188	2771
gene-SAOUHSC_00608	CP000253.1	600268	601278	+	1011	16029	2322	80886	3420	55897	4111
gene-SAOUHSC_00609	CP000253.1	601353	601460	+	108	8	12	39	9	77	11
